id,name,class
Allen_Iverson_0001,Allen_Iverson,199
Allen_Rock_0001,Allen_Rock,200
Allyson_Felix_0004,Allyson_Felix,204
Allyson_Felix_0005,Allyson_Felix,204
Alma_Powell_0001,Alma_Powell,205
Alvaro_Noboa_0002,Alvaro_Noboa,208
Alvaro_Silva_Calderon_0003,Alvaro_Silva_Calderon,209
Alvaro_Uribe_0007,Alvaro_Uribe,210
Alvaro_Uribe_0011,Alvaro_Uribe,210
Alvaro_Uribe_0012,Alvaro_Uribe,210
Alvaro_Uribe_0019,Alvaro_Uribe,210
Alvaro_Uribe_0028,Alvaro_Uribe,210
Amanda_Bynes_0001,Amanda_Bynes,215
Amber_Tamblyn_0002,Amber_Tamblyn,220
Amelie_Mauresmo_0008,Amelie_Mauresmo,223
Ana_Guevara_0001,Ana_Guevara,237
Ana_Palacio_0001,Ana_Palacio,239
Andre_Agassi_0005,Andre_Agassi,248
Andrei_Konchalovsky_0001,Andrei_Konchalovsky,258
Andres_Manuel_Lopez_Obrador_0001,Andres_Manuel_Lopez_Obrador,262
Andrew_Weissmann_0002,Andrew_Weissmann,276
Andy_Bryant_0001,Andy_Bryant,280
Andy_Griggs_0001,Andy_Griggs,285
Angela_Bassett_0001,Angela_Bassett,299
Angela_Bassett_0006,Angela_Bassett,299
Angela_Merkel_0002,Angela_Merkel,302
Angelica_Romero_0001,Angelica_Romero,303
Angelina_Jolie_0002,Angelina_Jolie,304
Angelina_Jolie_0017,Angelina_Jolie,304
Angie_Martinez_0001,Angie_Martinez,308
Anil_Ramsook_0001,Anil_Ramsook,310
Ann_Godbehere_0001,Ann_Godbehere,314
Antonio_Bernardo_0001,Antonio_Bernardo,355
Antonio_Palocci_0005,Antonio_Palocci,359
Antony_Leung_0003,Antony_Leung,361
Ari_Fleischer_0012,Ari_Fleischer,370
Ariel_Sharon_0007,Ariel_Sharon,373
Ariel_Sharon_0010,Ariel_Sharon,373
Ariel_Sharon_0011,Ariel_Sharon,373
Ariel_Sharon_0014,Ariel_Sharon,373
Ariel_Sharon_0019,Ariel_Sharon,373
Ariel_Sharon_0022,Ariel_Sharon,373
Ariel_Sharon_0032,Ariel_Sharon,373
Ariel_Sharon_0040,Ariel_Sharon,373
Ariel_Sharon_0041,Ariel_Sharon,373
Ariel_Sharon_0043,Ariel_Sharon,373
Ariel_Sharon_0050,Ariel_Sharon,373
Ariel_Sharon_0059,Ariel_Sharon,373
Ariel_Sharon_0068,Ariel_Sharon,373
Ariel_Sharon_0073,Ariel_Sharon,373
Arnaud_Lagardere_0001,Arnaud_Lagardere,382
Arnold_Palmer_0003,Arnold_Palmer,384
Arnold_Schwarzenegger_0004,Arnold_Schwarzenegger,385
Arnold_Schwarzenegger_0014,Arnold_Schwarzenegger,385
Arnold_Schwarzenegger_0017,Arnold_Schwarzenegger,385
Arnold_Schwarzenegger_0024,Arnold_Schwarzenegger,385
Arnold_Schwarzenegger_0026,Arnold_Schwarzenegger,385
Arnold_Schwarzenegger_0039,Arnold_Schwarzenegger,385
Art_Howe_0001,Art_Howe,392
Arthur_Johnson_0001,Arthur_Johnson,394
Ashanti_0003,Ashanti,401
Ashley_Olsen_0001,Ashley_Olsen,404
Atal_Bihari_Vajpayee_0006,Atal_Bihari_Vajpayee,417
Atal_Bihari_Vajpayee_0012,Atal_Bihari_Vajpayee,417
Atal_Bihari_Vajpayee_0019,Atal_Bihari_Vajpayee,417
Augusto_Pinochet_0002,Augusto_Pinochet,425
Baburam_Bhattari_0001,Baburam_Bhattari,435
Barbara_Brezigar_0002,Barbara_Brezigar,441
Barry_Alvarez_0001,Barry_Alvarez,450
Ben_Curtis_0001,Ben_Curtis,479
Benazir_Bhutto_0002,Benazir_Bhutto,487
Benjamin_McKenzie_0001,Benjamin_McKenzie,494
Benjamin_Netanyahu_0003,Benjamin_Netanyahu,495
Benjamin_Netanyahu_0005,Benjamin_Netanyahu,495
Bernard_Law_0004,Bernard_Law,502
Bernard_Law_0005,Bernard_Law,502
Bernard_Lord_0001,Bernard_Lord,503
Bertie_Ahern_0005,Bertie_Ahern,507
Bertrand_Bonello_0001,Bertrand_Bonello,508
Beth_Jones_0002,Beth_Jones,511
Bill_Belichick_0001,Bill_Belichick,523
Bill_Clancy_0001,Bill_Clancy,530
Bill_Clinton_0019,Bill_Clinton,531
Bill_Clinton_0021,Bill_Clinton,531
Bill_Clinton_0022,Bill_Clinton,531
Bill_Clinton_0027,Bill_Clinton,531
Bill_Fennelly_0001,Bill_Fennelly,536
Bill_Frist_0004,Bill_Frist,537
Bill_Frist_0005,Bill_Frist,537
Bill_Gates_0006,Bill_Gates,538
Bill_Graham_0004,Bill_Graham,539
Bill_Guerin_0001,Bill_Guerin,540
Bill_Nelson_0001,Bill_Nelson,550
Bill_Simon_0004,Bill_Simon,560
Billy_Crystal_0002,Billy_Crystal,570
Bob_Graham_0003,Bob_Graham,600
Bob_Hope_0006,Bob_Hope,606
Bob_Huggins_0003,Bob_Huggins,607
Bob_Huggins_0004,Bob_Huggins,607
Bob_Melvin_0001,Bob_Melvin,610
Bob_Stoops_0004,Bob_Stoops,615
Bobo_Balde_0001,Bobo_Balde,624
Bonnie_Hunt_0001,Bonnie_Hunt,627
Boris_Berezovsky_0002,Boris_Berezovsky,630
Brad_Johnson_0001,Brad_Johnson,641
Brandon_Fails_0001,Brandon_Fails,650
Brandon_Inge_0001,Brandon_Inge,652
Brandon_Jones_0001,Brandon_Jones,653
Brandon_Knight_0001,Brandon_Knight,654
Brandon_Robinson_0001,Brandon_Robinson,657
Brian_Cowen_0001,Brian_Cowen,680
Brian_Florence_0001,Brian_Florence,682
Brian_Kerr_0001,Brian_Kerr,689
Brian_Lara_0001,Brian_Lara,690
Brian_Mulroney_0001,Brian_Mulroney,693
Bruce_Springsteen_0003,Bruce_Springsteen,718
Bruce_Willis_0001,Bruce_Willis,721
Calbert_Cheaney_0001,Calbert_Cheaney,743
Calista_Flockhart_0001,Calista_Flockhart,744
Camille_Lewis_0001,Camille_Lewis,750
Candie_Kung_0004,Candie_Kung,755
Carla_Del_Ponte_0005,Carla_Del_Ponte,763
Carlos_Alberto_0001,Carlos_Alberto,772
Carlos_Bianchi_0002,Carlos_Bianchi,778
Carlos_Juarez_0001,Carlos_Juarez,783
Carlos_Manuel_Pruneda_0002,Carlos_Manuel_Pruneda,785
Carlos_Moya_0007,Carlos_Moya,788
Carlos_Moya_0014,Carlos_Moya,788
Carlos_Vives_0002,Carlos_Vives,797
Carlos_Vives_0004,Carlos_Vives,797
Carlton_Baugh_0001,Carlton_Baugh,798
Carly_Fiorina_0001,Carly_Fiorina,800
Carol_Moseley_Braun_0001,Carol_Moseley_Braun,805
Carson_Palmer_0002,Carson_Palmer,819
Cass_Ballenger_0001,Cass_Ballenger,822
Cate_Blanchett_0003,Cate_Blanchett,825
Catherine_Deneuve_0002,Catherine_Deneuve,827
Catherine_Zeta-Jones_0004,Catherine_Zeta-Jones,831
Catherine_Zeta-Jones_0009,Catherine_Zeta-Jones,831
Celso_Amorim_0002,Celso_Amorim,844
Cesar_Gaviria_0004,Cesar_Gaviria,847
Chan_Gailey_0003,Chan_Gailey,853
Chanda_Rubin_0005,Chanda_Rubin,856
Chante_Jawan_Mallard_0001,Chante_Jawan_Mallard,863
Charles_Cope_0001,Charles_Cope,869
Charles_Mathews_0001,Charles_Mathews,875
Charles_Mathews_0002,Charles_Mathews,875
Charles_Tannok_0001,Charles_Tannok,882
Charlie_Garner_0001,Charlie_Garner,887
Charlie_Williams_0001,Charlie_Williams,890
Charlotte_Casiraghi_0001,Charlotte_Casiraghi,893
Charlotte_Chambers_0001,Charlotte_Chambers,894
Charlotte_Rampling_0001,Charlotte_Rampling,896
Charlton_Heston_0006,Charlton_Heston,897
Charmaine_Crooks_0001,Charmaine_Crooks,898
Cheryl_Ford_0001,Cheryl_Ford,908
Choi_Sung-hong_0001,Choi_Sung-hong,924
Choi_Sung-hong_0005,Choi_Sung-hong,924
Chris_Dodd_0001,Chris_Dodd,937
Chris_Pronger_0001,Chris_Pronger,948
Christian_Fittipaldi_0002,Christian_Fittipaldi,958
Christina_Aguilera_0002,Christina_Aguilera,969
Christine_Todd_Whitman_0002,Christine_Todd_Whitman,976
Christy_Ferer_0001,Christy_Ferer,987
Ciro_Gomes_0002,Ciro_Gomes,1007
Ciro_Gomes_0004,Ciro_Gomes,1007
Claire_Danes_0001,Claire_Danes,1008
Clara_Harris_0002,Clara_Harris,1013
Claudia_Pechstein_0005,Claudia_Pechstein,1021
Clay_Campbell_0001,Clay_Campbell,1028
Clifford_Etienne_0001,Clifford_Etienne,1031
Colin_Montgomerie_0005,Colin_Montgomerie,1045
Colin_Phillips_0001,Colin_Phillips,1046
Colin_Powell_0004,Colin_Powell,1047
Colin_Powell_0005,Colin_Powell,1047
Colin_Powell_0008,Colin_Powell,1047
Colin_Powell_0012,Colin_Powell,1047
Colin_Powell_0029,Colin_Powell,1047
Colin_Powell_0030,Colin_Powell,1047
Colin_Powell_0034,Colin_Powell,1047
Colin_Powell_0058,Colin_Powell,1047
Colin_Powell_0069,Colin_Powell,1047
Colin_Powell_0085,Colin_Powell,1047
Colin_Powell_0111,Colin_Powell,1047
Colin_Powell_0113,Colin_Powell,1047
Colin_Powell_0123,Colin_Powell,1047
Colin_Powell_0129,Colin_Powell,1047
Colin_Powell_0132,Colin_Powell,1047
Colin_Powell_0134,Colin_Powell,1047
Colin_Powell_0138,Colin_Powell,1047
Colin_Powell_0140,Colin_Powell,1047
Colin_Powell_0143,Colin_Powell,1047
Colin_Powell_0150,Colin_Powell,1047
Colin_Powell_0162,Colin_Powell,1047
Colin_Powell_0163,Colin_Powell,1047
Colin_Powell_0176,Colin_Powell,1047
Colin_Powell_0178,Colin_Powell,1047
Colin_Powell_0196,Colin_Powell,1047
Colin_Powell_0203,Colin_Powell,1047
Colin_Powell_0208,Colin_Powell,1047
Colin_Powell_0210,Colin_Powell,1047
Colleen_Jones_0001,Colleen_Jones,1051
Cristina_Fernandez_0001,Cristina_Fernandez,1087
Curt_Weldon_0001,Curt_Weldon,1093
Daja_Bedanova_0001,Daja_Bedanova,1105
Dan_LaCoutre_0001,Dan_LaCoutre,1123
Dan_Wheldon_0002,Dan_Wheldon,1130
Dana_Vollmer_0001,Dana_Vollmer,1131
Daniel_Chin_0001,Daniel_Chin,1134
Daniel_Ortega_0001,Daniel_Ortega,1142
Daniele_Nardello_0001,Daniele_Nardello,1154
Danielle_Spencer_0001,Danielle_Spencer,1156
Danny_Elfman_0001,Danny_Elfman,1160
Danny_Glover_0001,Danny_Glover,1161
Darrell_Porter_0001,Darrell_Porter,1175
Darren_Clarke_0001,Darren_Clarke,1178
Daryl_Parks_0001,Daryl_Parks,1184
David_Beckham_0014,David_Beckham,1207
David_Beckham_0020,David_Beckham,1207
David_Beckham_0029,David_Beckham,1207
David_Dodge_0002,David_Dodge,1225
David_Nalbandian_0004,David_Nalbandian,1252
David_Nalbandian_0010,David_Nalbandian,1252
David_Sibleyk_0001,David_Sibleyk,1260
Dean_Barkley_0004,Dean_Barkley,1278
Debra_Messing_0001,Debra_Messing,1285
Dennis_Hastert_0005,Dennis_Hastert,1306
Dennis_Hastert_0006,Dennis_Hastert,1306
Denzel_Washington_0001,Denzel_Washington,1314
Denzel_Washington_0005,Denzel_Washington,1314
Dewayne_White_0001,Dewayne_White,1331
Diana_Taurasi_0002,Diana_Taurasi,1338
Din_Samsudin_0001,Din_Samsudin,1363
Dominique_de_Villepin_0001,Dominique_de_Villepin,1383
Dominique_de_Villepin_0015,Dominique_de_Villepin,1383
Don_Flanagan_0001,Don_Flanagan,1386
Donald_Pettit_0001,Donald_Pettit,1402
Donald_Rumsfeld_0004,Donald_Rumsfeld,1404
Donald_Rumsfeld_0013,Donald_Rumsfeld,1404
Donald_Rumsfeld_0019,Donald_Rumsfeld,1404
Donald_Rumsfeld_0021,Donald_Rumsfeld,1404
Donald_Rumsfeld_0037,Donald_Rumsfeld,1404
Donald_Rumsfeld_0057,Donald_Rumsfeld,1404
Donald_Rumsfeld_0083,Donald_Rumsfeld,1404
Donald_Rumsfeld_0085,Donald_Rumsfeld,1404
Donald_Rumsfeld_0099,Donald_Rumsfeld,1404
Donald_Rumsfeld_0102,Donald_Rumsfeld,1404
Donald_Rumsfeld_0103,Donald_Rumsfeld,1404
Donald_Rumsfeld_0115,Donald_Rumsfeld,1404
Donald_Rumsfeld_0118,Donald_Rumsfeld,1404
Donatella_Versace_0001,Donatella_Versace,1406
Doug_Christie_0001,Doug_Christie,1423
Doug_Collins_0002,Doug_Collins,1424
Dustin_Hoffman_0001,Dustin_Hoffman,1447
Earl_Counter_0001,Earl_Counter,1457
Ed_Smart_0001,Ed_Smart,1465
Eddy_Hartenstein_0001,Eddy_Hartenstein,1475
Eddy_Merckx_0001,Eddy_Merckx,1476
Edie_Falco_0001,Edie_Falco,1478
Edmund_Hillary_0003,Edmund_Hillary,1481
Edmund_Stoiber_0001,Edmund_Stoiber,1482
Edmund_Stoiber_0011,Edmund_Stoiber,1482
Edmund_Stoiber_0013,Edmund_Stoiber,1482
Eduardo_Duhalde_0009,Eduardo_Duhalde,1487
Eduardo_Romero_0001,Eduardo_Romero,1489
Edward_Arsenault_0001,Edward_Arsenault,1491
Edward_James_Olmos_0002,Edward_James_Olmos,1497
Edward_Kennedy_0001,Edward_Kennedy,1499
Edward_Lu_0001,Edward_Lu,1501
Edward_Lu_0002,Edward_Lu,1501
Edward_Lu_0004,Edward_Lu,1501
Edward_Lu_0006,Edward_Lu,1501
Edward_Seaga_0001,Edward_Seaga,1504
Efrain_Rios_Montt_0001,Efrain_Rios_Montt,1507
Eladio_Larez_0001,Eladio_Larez,1515
Elena_Bovina_0002,Elena_Bovina,1519
Elizabeth_Dole_0001,Elizabeth_Dole,1541
Elizabeth_Dole_0003,Elizabeth_Dole,1541
Elizabeth_Taylor_0002,Elizabeth_Taylor,1548
Ellen_DeGeneres_0001,Ellen_DeGeneres,1550
Ellen_Engleman_0002,Ellen_Engleman,1551
Elton_John_0004,Elton_John,1561
Elvis_Presley_0001,Elvis_Presley,1564
Emily_Robison_0002,Emily_Robison,1573
Emmanuelle_Beart_0002,Emmanuelle_Beart,1581
Enrique_Medina_Gomez_0001,Enrique_Medina_Gomez,1593
Eric_Benet_0001,Eric_Benet,1596
Eric_Robert_Rudolph_0001,Eric_Robert_Rudolph,1606
Erick_Barkley_0001,Erick_Barkley,1616
Erika_Harold_0002,Erika_Harold,1619
Erin_Hershey_Presley_0001,Erin_Hershey_Presley,1623
Ernesto_Zedillo_0002,Ernesto_Zedillo,1626
Ernie_Eves_0001,Ernie_Eves,1628
Ethan_Hawke_0003,Ethan_Hawke,1643
Eva_Marie_Saint_0001,Eva_Marie_Saint,1652
Eve_Ensler_0001,Eve_Ensler,1657
Fabian_Vargas_0001,Fabian_Vargas,1664
Fabrice_Santoro_0001,Fabrice_Santoro,1666
Fayssal_Mekdad_0004,Fayssal_Mekdad,1679
Federico_Trillo_0001,Federico_Trillo,1683
Feliciano_Lopez_0001,Feliciano_Lopez,1684
Felix_Doh_0001,Felix_Doh,1689
Fernando_Gonzalez_0002,Fernando_Gonzalez,1695
Fernando_Henrique_Cardoso_0001,Fernando_Henrique_Cardoso,1696
Fernando_Henrique_Cardoso_0002,Fernando_Henrique_Cardoso,1696
Fidel_Castro_0005,Fidel_Castro,1704
Fidel_Castro_0008,Fidel_Castro,1704
Fidel_Castro_0016,Fidel_Castro,1704
Fidel_Castro_0018,Fidel_Castro,1704
Flor_Montulo_0002,Flor_Montulo,1712
Florencia_Macri_0001,Florencia_Macri,1715
Fran_Drescher_0002,Fran_Drescher,1718
Francis_Crick_0001,Francis_Crick,1722
Francis_Mer_0001,Francis_Mer,1725
Francis_Ricciardone_0001,Francis_Ricciardone,1726
Francisco_Flores_0001,Francisco_Flores,1727
Franck_Cerutti_0001,Franck_Cerutti,1732
Frank_Cassell_0003,Frank_Cassell,1742
Frank_Lautenberg_0001,Frank_Lautenberg,1749
Franz_Beckenbauer_0001,Franz_Beckenbauer,1765
Franz_Fischler_0001,Franz_Fischler,1766
Fred_Durst_0001,Fred_Durst,1769
Fred_Eckhard_0002,Fred_Eckhard,1770
Fred_Funk_0002,Fred_Funk,1771
Fred_Wilpon_0001,Fred_Wilpon,1776
Freddy_Garcia_0001,Freddy_Garcia,1778
Freddy_Vasques_Kinchokpe_0001,Freddy_Vasques_Kinchokpe,1779
Frederick_Madden_0001,Frederick_Madden,1780
Fujio_Cho_0002,Fujio_Cho,1784
Gabi_Zimmer_0001,Gabi_Zimmer,1787
Garry_McCoy_0001,Garry_McCoy,1802
Gary_Barnett_0001,Gary_Barnett,1807
Gary_Coleman_0001,Gary_Coleman,1812
Gary_Leon_Ridgway_0001,Gary_Leon_Ridgway,1819
Gary_Locke_0001,Gary_Locke,1820
Gary_Locke_0002,Gary_Locke,1820
Gary_Paer_0001,Gary_Paer,1822
Gavin_Degraw_0001,Gavin_Degraw,1829
Gavyn_Arthur_0001,Gavyn_Arthur,1830
Geno_Auriemma_0001,Geno_Auriemma,1840
George_Blaney_0001,George_Blaney,1846
George_Brumley_III_0001,George_Brumley_III,1849
George_Clooney_0002,George_Clooney,1850
George_Clooney_0005,George_Clooney,1850
George_HW_Bush_0012,George_HW_Bush,1854
George_Robertson_0018,George_Robertson,1866
George_W_Bush_0002,George_W_Bush,1871
George_W_Bush_0023,George_W_Bush,1871
George_W_Bush_0027,George_W_Bush,1871
George_W_Bush_0033,George_W_Bush,1871
George_W_Bush_0041,George_W_Bush,1871
George_W_Bush_0077,George_W_Bush,1871
George_W_Bush_0080,George_W_Bush,1871
George_W_Bush_0085,George_W_Bush,1871
George_W_Bush_0111,George_W_Bush,1871
George_W_Bush_0115,George_W_Bush,1871
George_W_Bush_0120,George_W_Bush,1871
George_W_Bush_0124,George_W_Bush,1871
George_W_Bush_0127,George_W_Bush,1871
George_W_Bush_0143,George_W_Bush,1871
George_W_Bush_0152,George_W_Bush,1871
George_W_Bush_0154,George_W_Bush,1871
George_W_Bush_0160,George_W_Bush,1871
George_W_Bush_0164,George_W_Bush,1871
George_W_Bush_0167,George_W_Bush,1871
George_W_Bush_0188,George_W_Bush,1871
George_W_Bush_0193,George_W_Bush,1871
George_W_Bush_0201,George_W_Bush,1871
George_W_Bush_0203,George_W_Bush,1871
George_W_Bush_0209,George_W_Bush,1871
George_W_Bush_0223,George_W_Bush,1871
George_W_Bush_0256,George_W_Bush,1871
George_W_Bush_0261,George_W_Bush,1871
George_W_Bush_0264,George_W_Bush,1871
George_W_Bush_0268,George_W_Bush,1871
George_W_Bush_0273,George_W_Bush,1871
George_W_Bush_0281,George_W_Bush,1871
George_W_Bush_0290,George_W_Bush,1871
George_W_Bush_0306,George_W_Bush,1871
George_W_Bush_0308,George_W_Bush,1871
George_W_Bush_0333,George_W_Bush,1871
George_W_Bush_0337,George_W_Bush,1871
George_W_Bush_0338,George_W_Bush,1871
George_W_Bush_0347,George_W_Bush,1871
George_W_Bush_0351,George_W_Bush,1871
George_W_Bush_0354,George_W_Bush,1871
George_W_Bush_0355,George_W_Bush,1871
George_W_Bush_0358,George_W_Bush,1871
George_W_Bush_0372,George_W_Bush,1871
George_W_Bush_0373,George_W_Bush,1871
George_W_Bush_0377,George_W_Bush,1871
George_W_Bush_0378,George_W_Bush,1871
George_W_Bush_0388,George_W_Bush,1871
George_W_Bush_0393,George_W_Bush,1871
George_W_Bush_0398,George_W_Bush,1871
George_W_Bush_0406,George_W_Bush,1871
George_W_Bush_0413,George_W_Bush,1871
George_W_Bush_0426,George_W_Bush,1871
George_W_Bush_0441,George_W_Bush,1871
George_W_Bush_0443,George_W_Bush,1871
George_W_Bush_0452,George_W_Bush,1871
George_W_Bush_0465,George_W_Bush,1871
George_W_Bush_0475,George_W_Bush,1871
George_W_Bush_0477,George_W_Bush,1871
George_W_Bush_0483,George_W_Bush,1871
George_W_Bush_0503,George_W_Bush,1871
George_W_Bush_0508,George_W_Bush,1871
George_W_Bush_0516,George_W_Bush,1871
George_W_Bush_0521,George_W_Bush,1871
George_W_Bush_0526,George_W_Bush,1871
Georgia_Giddings_0001,Georgia_Giddings,1873
Geraldine_Chaplin_0003,Geraldine_Chaplin,1882
Gerardo_Gambala_0002,Gerardo_Gambala,1889
Gerhard_Boekel_0001,Gerhard_Boekel,1890
Gerhard_Schroeder_0001,Gerhard_Schroeder,1892
Gerhard_Schroeder_0015,Gerhard_Schroeder,1892
Gerhard_Schroeder_0018,Gerhard_Schroeder,1892
Gerhard_Schroeder_0024,Gerhard_Schroeder,1892
Gerhard_Schroeder_0025,Gerhard_Schroeder,1892
Gerhard_Schroeder_0051,Gerhard_Schroeder,1892
Gerhard_Schroeder_0074,Gerhard_Schroeder,1892
Gerhard_Schroeder_0090,Gerhard_Schroeder,1892
Gerhard_Schroeder_0096,Gerhard_Schroeder,1892
Gerhard_Schroeder_0098,Gerhard_Schroeder,1892
Gerhard_Schroeder_0101,Gerhard_Schroeder,1892
Gerry_Adams_0002,Gerry_Adams,1895
Gerry_Adams_0005,Gerry_Adams,1895
Gideon_Yago_0001,Gideon_Yago,1906
Gil_de_Ferran_0001,Gil_de_Ferran,1908
Gilberto_Rodriguez_Orejuela_0002,Gilberto_Rodriguez_Orejuela,1909
Gilles_Panizzi_0001,Gilles_Panizzi,1911
Gloria_Allred_0002,Gloria_Allred,1931
Gloria_Macapagal_Arroyo_0002,Gloria_Macapagal_Arroyo,1933
Gloria_Macapagal_Arroyo_0010,Gloria_Macapagal_Arroyo,1933
Gloria_Macapagal_Arroyo_0024,Gloria_Macapagal_Arroyo,1933
Gloria_Macapagal_Arroyo_0030,Gloria_Macapagal_Arroyo,1933
Gloria_Macapagal_Arroyo_0036,Gloria_Macapagal_Arroyo,1933
Gloria_Macapagal_Arroyo_0040,Gloria_Macapagal_Arroyo,1933
Gonzalo_Sanchez_de_Lozada_0010,Gonzalo_Sanchez_de_Lozada,1940
Goran_Persson_0002,Goran_Persson,1941
Gordon_Brown_0006,Gordon_Brown,1945
Gordon_Brown_0007,Gordon_Brown,1945
Gordon_Brown_0011,Gordon_Brown,1945
Gordon_Campbell_0002,Gordon_Campbell,1946
Gordon_Cooper_0001,Gordon_Cooper,1947
Grace_Kelly_0001,Grace_Kelly,1954
Graciano_Rocchigiani_0001,Graciano_Rocchigiani,1956
Gray_Davis_0003,Gray_Davis,1964
Gray_Davis_0009,Gray_Davis,1964
Gray_Davis_0021,Gray_Davis,1964
Greg_Owen_0001,Greg_Owen,1972
Greg_Rusedski_0003,Greg_Rusedski,1973
Gregg_Popovich_0005,Gregg_Popovich,1975
Gretchen_Mol_0001,Gretchen_Mol,1982
Gro_Harlem_Brundtland_0001,Gro_Harlem_Brundtland,1984
Guillermo_Coria_0010,Guillermo_Coria,1993
Guillermo_Coria_0011,Guillermo_Coria,1993
Guillermo_Coria_0018,Guillermo_Coria,1993
Guillermo_Coria_0028,Guillermo_Coria,1993
Guillermo_Coria_0030,Guillermo_Coria,1993
Hadley_Bilger_0001,Hadley_Bilger,2015
Hal_Gehman_0001,Hal_Gehman,2016
Hal_Sutton_0002,Hal_Sutton,2019
Halbert_Fillinger_0001,Halbert_Fillinger,2020
Halle_Berry_0016,Halle_Berry,2021
Hamid_Karzai_0006,Hamid_Karzai,2027
Hamid_Karzai_0012,Hamid_Karzai,2027
Hamid_Reza_Asefi_0001,Hamid_Reza_Asefi,2028
Hank_Aaron_0001,Hank_Aaron,2036
Hank_Azaria_0001,Hank_Azaria,2037
Hans_Blix_0015,Hans_Blix,2044
Hans_Blix_0037,Hans_Blix,2044
Hans_Blix_0039,Hans_Blix,2044
Harriet_Lessy_0001,Harriet_Lessy,2054
Harrison_Ford_0003,Harrison_Ford,2055
Harrison_Ford_0005,Harrison_Ford,2055
Harry_Kalas_0001,Harry_Kalas,2057
Harvey_Fierstein_0001,Harvey_Fierstein,2060
Harvey_Weinstein_0001,Harvey_Weinstein,2062
Hashim_Thaci_0002,Hashim_Thaci,2065
Hassan_Nasrallah_0002,Hassan_Nasrallah,2066
Heath_Ledger_0003,Heath_Ledger,2073
Hector_Grullon_0001,Hector_Grullon,2080
Hee-Won_Han_0001,Hee-Won_Han,2083
Heizo_Takenaka_0005,Heizo_Takenaka,2088
Hermann_Maier_0002,Hermann_Maier,2116
Hillary_Clinton_0001,Hillary_Clinton,2131
Hillary_Clinton_0008,Hillary_Clinton,2131
Hillary_Clinton_0011,Hillary_Clinton,2131
Hilmi_Ozkok_0002,Hilmi_Ozkok,2133
Himmler_Rebu_0001,Himmler_Rebu,2134
Hipolito_Mejia_0004,Hipolito_Mejia,2135
Hiroyuki_Yoshino_0001,Hiroyuki_Yoshino,2137
Hisao_Oguchi_0001,Hisao_Oguchi,2138
Hisham_Halawi_0001,Hisham_Halawi,2140
Hitomi_Soga_0002,Hitomi_Soga,2141
Holly_Hunter_0001,Holly_Hunter,2145
Holly_Hunter_0003,Holly_Hunter,2145
Hootie_Johnson_0001,Hootie_Johnson,2148
Horace_Donovan_Reid_0001,Horace_Donovan_Reid,2149
Hosni_Mubarak_0008,Hosni_Mubarak,2154
Howard_Dean_0001,Howard_Dean,2155
Howard_Ross_0001,Howard_Ross,2156
Hu_Jintao_0004,Hu_Jintao,2163
Hugh_Grant_0001,Hugh_Grant,2171
Hugo_Chavez_0010,Hugo_Chavez,2175
Hugo_Chavez_0016,Hugo_Chavez,2175
Hugo_Chavez_0039,Hugo_Chavez,2175
